Year,LGI Type,District,Block,Municipality,Corporation,Grama Panchayat,0,1,2,3
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,"Moorkkanad Grama Panchayat, Malappuram","Moorkkanad Grama Panchayat, Malappuram","Moorkkanad Grama Panchayat, Malappuram","Moorkkanad Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,1,Theakkath Kalid,ML,416
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,2,Parapparambil pathmajan,INDEPENDENT,441
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,3,Pandhalparambil Maimuna teacher,ML,516
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,4,Ramla Kannanthodi,ML,485
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,5,Paingeeri Suhara,ML,464
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,6,Madayithodi saleena teacher,ML,609
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,7,CHOLAKAPPARAMBIL C.P.Krishnanakutty,CPI(M),645
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,8,Valiya palathingal Basheer Ahammed,INDEPENDENT,494
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,9,Poovakkurussi Abdu,CPI(M),678
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,10,Baburaj Kozhinzhiparambil,CPI(M),537
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,11,Kalathil Rajagopalan,CPI(M),578
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,12,Parakkal Sainudheen Master,CPI(M),641
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,13,P.T. Hamsa,CPI(M),561
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,14,Kunnath Pushpalatha,CPI(M),498
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,15,Chakkiyam Parambil Safiya,INDEPENDENT,496
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,16,T.K. Vijayakrishnan,CPI(M),416
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,17,M.V.Vijayan,CPI(M),500
2005,Grama Panchayat,Malappuram,,,,Moorkkanad,18,Poonoth Unni,INDEPENDENT,416
2005,Grama Panchayat,Malappuram,,,,Moothadem,"Moothadem Grama Panchayat, Malappuram","Moothadem Grama Panchayat, Malappuram","Moothadem Grama Panchayat, Malappuram","Moothadem Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Moothadem,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Moothadem,1,Mancheri Athoyi,ML,313
2005,Grama Panchayat,Malappuram,,,,Moothadem,2,Usha Santhosh,CPI(M),461
2005,Grama Panchayat,Malappuram,,,,Moothadem,3,Ittepadan Ahammed Kutty,ML,344
2005,Grama Panchayat,Malappuram,,,,Moothadem,4,Neelikavil,INC,439
2005,Grama Panchayat,Malappuram,,,,Moothadem,5,Madathil Kuthu Fathima,CPI(M),326
2005,Grama Panchayat,Malappuram,,,,Moothadem,6,Thresiamma Babu (Ansi Babu),INC,368
2005,Grama Panchayat,Malappuram,,,,Moothadem,7,Sunil Kumar (Sunil Karappuram ),INC,396
2005,Grama Panchayat,Malappuram,,,,Moothadem,8,Abdurahiman,INC,273
2005,Grama Panchayat,Malappuram,,,,Moothadem,9,Ismail,ML,371
2005,Grama Panchayat,Malappuram,,,,Moothadem,10,Korambayil Subaidha,ML,388
2005,Grama Panchayat,Malappuram,,,,Moothadem,11,Suresh Babu,INC,554
2005,Grama Panchayat,Malappuram,,,,Moothadem,12,A.T.Reji,CPI(M),422
2005,Grama Panchayat,Malappuram,,,,Moothadem,13,Karikkattupara Daizy,INC,528
2005,Grama Panchayat,Malappuram,,,,Moothadem,14,Mathu Bebikkutty,INC,390
2005,Grama Panchayat,Malappuram,,,,Morayur,"Morayur Grama Panchayat, Malappuram","Morayur Grama Panchayat, Malappuram","Morayur Grama Panchayat, Malappuram","Morayur Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Morayur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Morayur,1,Nharakkodan Asiya,ML,493
2005,Grama Panchayat,Malappuram,,,,Morayur,2,Mundodan abdurahiman,ML,531
2005,Grama Panchayat,Malappuram,,,,Morayur,3,Chittangadan moideen,ML,514
2005,Grama Panchayat,Malappuram,,,,Morayur,4,pookkodan mohammed kutty,ML,288
2005,Grama Panchayat,Malappuram,,,,Morayur,5,Bangalathu Sakeena,ML,372
2005,Grama Panchayat,Malappuram,,,,Morayur,6,kodithodika sameera,ML,477
2005,Grama Panchayat,Malappuram,,,,Morayur,7,Chenadukuzhi Muhammed,ML,534
2005,Grama Panchayat,Malappuram,,,,Morayur,8,Nhandu kanni hamza,ML,552
2005,Grama Panchayat,Malappuram,,,,Morayur,9,Olikkathodi Ummer,ML,520
2005,Grama Panchayat,Malappuram,,,,Morayur,10,A P Ibrahim,ML,516
2005,Grama Panchayat,Malappuram,,,,Morayur,11,cholakoolamthodi kadeeja,ML,505
2005,Grama Panchayat,Malappuram,,,,Morayur,12,Thayyil mariyumma,CPI(M),469
2005,Grama Panchayat,Malappuram,,,,Morayur,13,Choklathodi Hamsa,ML,448
2005,Grama Panchayat,Malappuram,,,,Morayur,14,Oorathan animon,INDEPENDENT,319
2005,Grama Panchayat,Malappuram,,,,Morayur,15,Mukkannan Mohammedkutty,ML,555
2005,Grama Panchayat,Malappuram,,,,Morayur,16,Pookkodan parameswaran,INDEPENDENT,456
2005,Grama Panchayat,Malappuram,,,,Morayur,17,Paralil naseema,ML,448
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,"Muthuvallur Grama Panchayat, Malappuram","Muthuvallur Grama Panchayat, Malappuram","Muthuvallur Grama Panchayat, Malappuram","Muthuvallur Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,1,Chakkithodika moideen,INDEPENDENT,523
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,2,Arapoyil Moideen kuttr,ML,627
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,3,Parakaithamoolayil Abdulla,ML,580
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,4,moozhikkal kumaran,CPI(M),447
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,5,Basheer,ML,408
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,6,Poolakkapurai sulochana,ML,484
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,7,Kunnanpalli Jameela,CPI(M),410
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,8,saidalavi haji,ML,438
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,9,Nellikkunn Shareefa,ML,553
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,10,Mariyam,ML,498
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,11,illath Narayanan,INDEPENDENT,502
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,12,Pangode chathankutty,INDEPENDENT,353
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,13,Aminakutty,ML,400
2005,Grama Panchayat,Malappuram,,,,Muthuvallur,14,Chuliyanchalil Moideenkutty,INDEPENDENT,484
2005,Grama Panchayat,Malappuram,,,,Nannambra,"Nannambra Grama Panchayat, Malappuram","Nannambra Grama Panchayat, Malappuram","Nannambra Grama Panchayat, Malappuram","Nannambra Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Nannambra,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Nannambra,1,Mundacheri Valsan,ML,539
2005,Grama Panchayat,Malappuram,,,,Nannambra,2,Therambil Asia,ML,614
2005,Grama Panchayat,Malappuram,,,,Nannambra,3,Pachayi Maimoona,INC,404
2005,Grama Panchayat,Malappuram,,,,Nannambra,4,Paramberi Fathima,ML,461
2005,Grama Panchayat,Malappuram,,,,Nannambra,5,Kanhirathoduka Aboobacker,ML,519
2005,Grama Panchayat,Malappuram,,,,Nannambra,6,Kavungal Pathummu,ML,474
2005,Grama Panchayat,Malappuram,,,,Nannambra,7,Kavungal Kunhi Marakkar,ML,661
2005,Grama Panchayat,Malappuram,,,,Nannambra,8,Parakkanni Ismail,INC,451
2005,Grama Panchayat,Malappuram,,,,Nannambra,9,Kavugel Shivadhasan,INDEPENDENT,457
2005,Grama Panchayat,Malappuram,,,,Nannambra,10,Painad Kodasseri Muhamedkutty,INDEPENDENT,318
2005,Grama Panchayat,Malappuram,,,,Nannambra,11,Karakulangara Rukiya,ML,387
2005,Grama Panchayat,Malappuram,,,,Nannambra,12,Melepeediyekkel Muhammed Hassan,ML,425
2005,Grama Panchayat,Malappuram,,,,Nannambra,13,Kunnummal Babu,INDEPENDENT,589
2005,Grama Panchayat,Malappuram,,,,Nannambra,14,Kuruvedath Beena,INDEPENDENT,431
2005,Grama Panchayat,Malappuram,,,,Nannambra,15,Pullani Sankaran,INDEPENDENT,237
2005,Grama Panchayat,Malappuram,,,,Nannambra,16,Poozhithara Ashraf,INC,528
2005,Grama Panchayat,Malappuram,,,,Nannambra,17,Kotinnipllikkel kpyanni koyathangal,INC,342
2005,Grama Panchayat,Malappuram,,,,Nannambra,18,Pattasseri Kunhalan,ML,482
2005,Grama Panchayat,Malappuram,,,,Nannambra,19,Palakkatt Haseena,INC,343
2005,Grama Panchayat,Malappuram,,,,Nannambra,20,Pattasseri Kunhavarankutty,INDEPENDENT,434
2005,Grama Panchayat,Malappuram,,,,Nannamukku,"Nannamukku Grama Panchayat, Malappuram","Nannamukku Grama Panchayat, Malappuram","Nannamukku Grama Panchayat, Malappuram","Nannamukku Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Nannamukku,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Nannamukku,1,Praveen kumar,CPI(M),469
2005,Grama Panchayat,Malappuram,,,,Nannamukku,2,Komalam,CPI(M),425
2005,Grama Panchayat,Malappuram,,,,Nannamukku,3,Bharatan master,CPI(M),516
2005,Grama Panchayat,Malappuram,,,,Nannamukku,4,Nahir,INC,379
2005,Grama Panchayat,Malappuram,,,,Nannamukku,5,Raji,INDEPENDENT,594
2005,Grama Panchayat,Malappuram,,,,Nannamukku,6,Sushama,ML,367
2005,Grama Panchayat,Malappuram,,,,Nannamukku,7,K.V.Abdulkhader,ML,429
2005,Grama Panchayat,Malappuram,,,,Nannamukku,8,Ramadevi,CPI(M),536
2005,Grama Panchayat,Malappuram,,,,Nannamukku,9,Musthafa.K.V,INDEPENDENT,445
2005,Grama Panchayat,Malappuram,,,,Nannamukku,10,Sunil Kumar,CPI(M),455
2005,Grama Panchayat,Malappuram,,,,Nannamukku,11,Haseena Musthafa,INDEPENDENT,487
2005,Grama Panchayat,Malappuram,,,,Nannamukku,12,Bhaskaran Nambiar,CPI(M),227
2005,Grama Panchayat,Malappuram,,,,Nannamukku,13,Muraleedharan.A.M,INDEPENDENT,300
2005,Grama Panchayat,Malappuram,,,,Nannamukku,14,Jayasree.E,INDEPENDENT,244
2005,Grama Panchayat,Malappuram,,,,Nannamukku,15,Muhammedali,ML,513
2005,Grama Panchayat,Malappuram,,,,Nannamukku,16,Abdul Kareem,CPI(M),413
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,"Nediyirupu Grama Panchayat, Malappuram","Nediyirupu Grama Panchayat, Malappuram","Nediyirupu Grama Panchayat, Malappuram","Nediyirupu Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,1,Aboobacker / kunhappu,ML,371
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,2,Moodupara Sobhana,INDEPENDENT,355
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,3,Chappangattil Ayisha,ML,324
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,4,kari Koyassan,INDEPENDENT,451
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,5,Kavungal Kolparambath Asmabi,INC,654
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,6,Karimbingal Jameela,INC,453
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,7,Thanikkel Saidhalavi,ML,645
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,8,Koonookkara Alavi kutty,ML,522
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,9,Jasiya Mansil Amina,ML,529
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,10,Chembilli Sreedharan,ML,551
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,11,Subrahmannian / Kunhu,DIC(K),463
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,12,Kudukkil puttanikkad & saidhalavi,DIC(K),411
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,13,Poovathodi Sekharan / Mani.P.C.,CPI,528
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,14,Mutheri Abdu Rahim,ML,464
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,15,Kunnummal Thayyottu Saffiya,ML,370
2005,Grama Panchayat,Malappuram,,,,Nediyirupu,16,Palakkudath Firos,INDEPENDENT,556
2005,Grama Panchayat,Malappuram,,,,Nilambur,"Nilambur Grama Panchayat, Malappuram","Nilambur Grama Panchayat, Malappuram","Nilambur Grama Panchayat, Malappuram","Nilambur Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Nilambur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Nilambur,1,Padavetty BalaKrisnan,CPI(M),426
2005,Grama Panchayat,Malappuram,,,,Nilambur,2,Palakol Shyamala,INDEPENDENT,345
2005,Grama Panchayat,Malappuram,,,,Nilambur,3,Edapalath Sathyabhama,ML,427
2005,Grama Panchayat,Malappuram,,,,Nilambur,4,Abdul majeed,CPI(M),551
2005,Grama Panchayat,Malappuram,,,,Nilambur,5,K Vinod,INC,538
2005,Grama Panchayat,Malappuram,,,,Nilambur,6,Panakkadan Subaida,INDEPENDENT,377
2005,Grama Panchayat,Malappuram,,,,Nilambur,7,Musthafa Kalathum Padikkal,INC,374
2005,Grama Panchayat,Malappuram,,,,Nilambur,8,Paloli Mehaboob,INC,450
2005,Grama Panchayat,Malappuram,,,,Nilambur,9,Moorkan Aboobacker,INC,480
2005,Grama Panchayat,Malappuram,,,,Nilambur,10,Aryadan Shoukathali (Bapputty),INC,487
2005,Grama Panchayat,Malappuram,,,,Nilambur,11,BalaKrishnan,INC,564
2005,Grama Panchayat,Malappuram,,,,Nilambur,12,Krishnan Nivas Radhakrishnan,INC,670
2005,Grama Panchayat,Malappuram,,,,Nilambur,13,Kounnathodi Giriga Devi,INC,347
2005,Grama Panchayat,Malappuram,,,,Nilambur,14,Adukkath Beeran Kutty Haji,CPI(M),421
2005,Grama Panchayat,Malappuram,,,,Nilambur,15,Geetha Teacher,INDEPENDENT,751
2005,Grama Panchayat,Malappuram,,,,Nilambur,16,K. Sudharshanan,CPI(M),435
2005,Grama Panchayat,Malappuram,,,,Nilambur,17,Thattassery Subaida,ML,476
2005,Grama Panchayat,Malappuram,,,,Nilambur,18,Chilil UnniKrishnan,INC,686
2005,Grama Panchayat,Malappuram,,,,Nilambur,19,Prabhaloochana V,CPI(M),364
2005,Grama Panchayat,Malappuram,,,,Nilambur,20,Machingal Hamza,CPI(M),660
2005,Grama Panchayat,Malappuram,,,,Nilambur,21,Pushba vally,CPI(M),575
2005,Grama Panchayat,Malappuram,,,,Nilambur,22,Thereeri Kishore,INC,701
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,"Niramaruthoor Grama Panchayat, Malappuram","Niramaruthoor Grama Panchayat, Malappuram","Niramaruthoor Grama Panchayat, Malappuram","Niramaruthoor Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,1,Kunheen Kadavath Saudabi,ML,734
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,2,Kannamkadavath Rasiya Teacher,ML,378
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,3,kizhakke thamarapilli kesavankutty,CPI(M),648
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,4,Keezhedath kamalam techer,CPI(M),555
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,5,muthat sreedaran,CPI(M),357
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,6,prabhakaran puthusseri,CPI(M),352
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,7,Chandran thayyil,INDEPENDENT,260
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,8,Puthusseri Suhrabi,ML,366
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,9,Kallingal Beerankutty,ML,302
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,10,Muhamedkutty Chelatt,CPI(M),378
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,11,Achipra Saidalavi,ML,415
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,12,Kadavandivalappil Siddique,CPI(M),503
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,13,Vallikkulangara Sathyan,CPI(M),501
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,14,Subaida Shalimar,CPI(M),476
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,15,Saithalavi Puthanpurayil,CPI(M),614
2005,Grama Panchayat,Malappuram,,,,Niramaruthoor,16,Shaharbhanu Choktintepurakkal,CPI(M),595
2005,Grama Panchayat,Malappuram,,,,Othukkungal,"Othukkungal Grama Panchayat, Malappuram","Othukkungal Grama Panchayat, Malappuram","Othukkungal Grama Panchayat, Malappuram","Othukkungal Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Othukkungal,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Othukkungal,1,Thottoli Moosa haji.K.K.,ML,618
2005,Grama Panchayat,Malappuram,,,,Othukkungal,2,Koonari pezhunthara Mohammed / bava,ML,565
2005,Grama Panchayat,Malappuram,,,,Othukkungal,3,Kuruniyan Mayin,INDEPENDENT,625
2005,Grama Panchayat,Malappuram,,,,Othukkungal,4,Thayattuchira Saudhath,ML,508
2005,Grama Panchayat,Malappuram,,,,Othukkungal,5,Kolankadavath Mohammed Basheer (K.P. Bava),ML,856
2005,Grama Panchayat,Malappuram,,,,Othukkungal,6,Kadambottu Mohammed Musthafa,INDEPENDENT,490
2005,Grama Panchayat,Malappuram,,,,Othukkungal,7,Kari Moideen,CPI,433
2005,Grama Panchayat,Malappuram,,,,Othukkungal,8,Vakkyath Ramla,ML,448
2005,Grama Panchayat,Malappuram,,,,Othukkungal,9,P.T.Shereefa Teacher,ML,368
2005,Grama Panchayat,Malappuram,,,,Othukkungal,10,Manhakkandan Sabira Teacher,INDEPENDENT,431
2005,Grama Panchayat,Malappuram,,,,Othukkungal,11,Kunnathadathil Kuttihassan,INC,312
2005,Grama Panchayat,Malappuram,,,,Othukkungal,12,Thottupurath sujith Kumar,CPI(M),229
2005,Grama Panchayat,Malappuram,,,,Othukkungal,13,Mukkil Ramlath,INDEPENDENT,491
2005,Grama Panchayat,Malappuram,,,,Othukkungal,14,Ummattu Kunheethu,INC,368
2005,Grama Panchayat,Malappuram,,,,Othukkungal,15,Manchincheri haris,INC,478
2005,Grama Panchayat,Malappuram,,,,Othukkungal,16,Pulikkal Sajitha,ML,597
2005,Grama Panchayat,Malappuram,,,,Othukkungal,17,Cherukatt Sakkena,ML,525
2005,Grama Panchayat,Malappuram,,,,Othukkungal,18,Kembrath Pulikkodan Abdu rahiman,INDEPENDENT,644
2005,Grama Panchayat,Malappuram,,,,Othukkungal,19,Chenganakkattil Kunhalavi Kutty / Cheriya Bava,ML,518
2005,Grama Panchayat,Malappuram,,,,Ozhur,"Ozhur Grama Panchayat, Malappuram","Ozhur Grama Panchayat, Malappuram","Ozhur Grama Panchayat, Malappuram","Ozhur Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Ozhur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Ozhur,1,E.Santha,INDEPENDENT,480
2005,Grama Panchayat,Malappuram,,,,Ozhur,2,Thajuneesa,ML,335
2005,Grama Panchayat,Malappuram,,,,Ozhur,3,Palara kkat Ashkar,INDEPENDENT,735
2005,Grama Panchayat,Malappuram,,,,Ozhur,4,Abdul Kareem Haji,ML,543
2005,Grama Panchayat,Malappuram,,,,Ozhur,5,Shakeela,INDEPENDENT,362
2005,Grama Panchayat,Malappuram,,,,Ozhur,6,kaniyeri Khader,ML,494
2005,Grama Panchayat,Malappuram,,,,Ozhur,7,Sainabha,ML,563
2005,Grama Panchayat,Malappuram,,,,Ozhur,8,Rasheed,ML,309
2005,Grama Panchayat,Malappuram,,,,Ozhur,9,Kundil Pathmavathi,INC,312
2005,Grama Panchayat,Malappuram,,,,Ozhur,10,Sainudheen,ML,439
2005,Grama Panchayat,Malappuram,,,,Ozhur,11,Abdul Razack Parappathil,INC,621
2005,Grama Panchayat,Malappuram,,,,Ozhur,12,Pocker,ML,524
2005,Grama Panchayat,Malappuram,,,,Ozhur,13,Ayyappan.N.P.,ML,524
2005,Grama Panchayat,Malappuram,,,,Ozhur,14,Ibrahim,INDEPENDENT,523
2005,Grama Panchayat,Malappuram,,,,Ozhur,15,Sheeba,BJP,355
2005,Grama Panchayat,Malappuram,,,,Ozhur,16,Koyattil Narayanan Master,BJP,498
2005,Grama Panchayat,Malappuram,,,,Ozhur,17,Pottancheri Vasudevan,INC,160
2005,Grama Panchayat,Malappuram,,,,Pallikkal,"Pallikkal Grama Panchayat, Malappuram","Pallikkal Grama Panchayat, Malappuram","Pallikkal Grama Panchayat, Malappuram","Pallikkal Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Pallikkal,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Pallikkal,1,Safiya Puchengal,INDEPENDENT,425
2005,Grama Panchayat,Malappuram,,,,Pallikkal,2,musthafa tankal,INDEPENDENT,475
2005,Grama Panchayat,Malappuram,,,,Pallikkal,3,Abdu rahim Machilakath,CPI(M),475
2005,Grama Panchayat,Malappuram,,,,Pallikkal,4,Bindu kumari,INC,496
2005,Grama Panchayat,Malappuram,,,,Pallikkal,5,P A mammed master,ML,583
2005,Grama Panchayat,Malappuram,,,,Pallikkal,6,k narayanan,INC,443
2005,Grama Panchayat,Malappuram,,,,Pallikkal,7,Bichu anna saidalavi,ML,427
2005,Grama Panchayat,Malappuram,,,,Pallikkal,8,Muhammed allipra,ML,578
2005,Grama Panchayat,Malappuram,,,,Pallikkal,9,Sakeer vadakkeyil,INC,600
2005,Grama Panchayat,Malappuram,,,,Pallikkal,10,Nafeesa kunhu teacher,ML,506
2005,Grama Panchayat,Malappuram,,,,Pallikkal,11,Bebi Muppil,INDEPENDENT,348
2005,Grama Panchayat,Malappuram,,,,Pallikkal,12,Muhammed kutty anna kunhal,ML,586
2005,Grama Panchayat,Malappuram,,,,Pallikkal,13,C M saidalavi haji,ML,616
2005,Grama Panchayat,Malappuram,,,,Pallikkal,14,baynaseer,ML,547
2005,Grama Panchayat,Malappuram,,,,Pallikkal,15,Abdu payngad,ML,639
2005,Grama Panchayat,Malappuram,,,,Pallikkal,16,P.T Subaidha,ML,377
2005,Grama Panchayat,Malappuram,,,,Pallikkal,17,are p mohammed koya,ML,576
2005,Grama Panchayat,Malappuram,,,,Pallikkal,18,Chinnammu pottanallungal puray,CPI(M),479
2005,Grama Panchayat,Malappuram,,,,Pallikkal,19,V P Abdul shukoor,ML,565
2005,Grama Panchayat,Malappuram,,,,Pallikkal,20,A Chozhi kutty Anna Manu Kuttan,INC,351
2005,Grama Panchayat,Malappuram,,,,Pallikkal,21,Najmunneesa Kattil purath,INDEPENDENT,403
2005,Grama Panchayat,Malappuram,,,,Pandikkad,"Pandikkad Grama Panchayat, Malappuram","Pandikkad Grama Panchayat, Malappuram","Pandikkad Grama Panchayat, Malappuram","Pandikkad Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Pandikkad,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Pandikkad,1,Elam kulavan Rukiya,INC,496
2005,Grama Panchayat,Malappuram,,,,Pandikkad,2,Poolakkal balan,CPI(M),456
2005,Grama Panchayat,Malappuram,,,,Pandikkad,3,Ayisha V P,ML,669
2005,Grama Panchayat,Malappuram,,,,Pandikkad,4,Nerayath thekkethil Indhira teacher,CPI(M),626
2005,Grama Panchayat,Malappuram,,,,Pandikkad,5,Rugmini,CPI(M),549
2005,Grama Panchayat,Malappuram,,,,Pandikkad,6,Kuttasseri kader,CPI(M),533
2005,Grama Panchayat,Malappuram,,,,Pandikkad,7,Velluvanbali Sajida,CPI(M),525
2005,Grama Panchayat,Malappuram,,,,Pandikkad,8,Korambayil velayudhan vaidhyar,CPI(M),590
2005,Grama Panchayat,Malappuram,,,,Pandikkad,9,Kareem,INDEPENDENT,549
2005,Grama Panchayat,Malappuram,,,,Pandikkad,10,Kuttikkattil balan,CPI(M),604
2005,Grama Panchayat,Malappuram,,,,Pandikkad,11,Pallikuth Radhakrishnan,CPI(M),588
2005,Grama Panchayat,Malappuram,,,,Pandikkad,12,Kutteeri Naseer,INDEPENDENT,491
2005,Grama Panchayat,Malappuram,,,,Pandikkad,13,Madavath savithri,CPI(M),472
2005,Grama Panchayat,Malappuram,,,,Pandikkad,14,THondiyil Sulaika,ML,541
2005,Grama Panchayat,Malappuram,,,,Pandikkad,15,Musthafa enna C K kutty,INDEPENDENT,641
2005,Grama Panchayat,Malappuram,,,,Pandikkad,16,Kunnathodika Mohammed,CPI(M),619
2005,Grama Panchayat,Malappuram,,,,Pandikkad,17,kamala suresh,INC,568
2005,Grama Panchayat,Malappuram,,,,Pandikkad,18,K P Ikbal,INC,780
2005,Grama Panchayat,Malappuram,,,,Pandikkad,19,Karatt Unni,CPI(M),430
2005,Grama Panchayat,Malappuram,,,,Pandikkad,20,Firos thachangodan,ML,409
2005,Grama Panchayat,Malappuram,,,,Pandikkad,21,V P Jaleel master,INC,811
2005,Grama Panchayat,Malappuram,,,,Pandikkad,22,Abduppa,KC(J),565
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,"Parappanangadi Grama Panchayat, Malappuram","Parappanangadi Grama Panchayat, Malappuram","Parappanangadi Grama Panchayat, Malappuram","Parappanangadi Grama Panchayat, Malappuram"
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,1,Manakulangaramelakkakath Nazeema,INDEPENDENT,659
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,2,Nadammal puthiyakath Muhamed Abdurahiman alias Bava,ML,765
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,3,Edavannathara Subrahmanian,CPI(M),638
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,4,Palakandi Velayudhan,CPI(M),792
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,5,C.N. Rasheeda Gafoor Haji,ML,813
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,6,Pariparambath Kunhava Haji,ML,794
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,7,Meleveettil Hyder Haji,ML,660
2005,Grama Panchayat,Malappuram,,,,Parappanangadi,8,Advo. K.K. Saidalavi,ML,479
