Year,LGI Type,District,Block,Municipality,Corporation,Grama Panchayat,0,1,2,3
2005,Grama Panchayat,Thrissur,,,,Pookode,"Pookode Grama Panchayat, Thrissur","Pookode Grama Panchayat, Thrissur","Pookode Grama Panchayat, Thrissur","Pookode Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Pookode,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Pookode,1,K.V.Gopika,INC,463
2005,Grama Panchayat,Thrissur,,,,Pookode,2,Kombhathayil Majeed,INDEPENDENT,500
2005,Grama Panchayat,Thrissur,,,,Pookode,3,Kunnekattu Sreevathsa,INC,283
2005,Grama Panchayat,Thrissur,,,,Pookode,4,Santhakumari Kunjumon,CPI(M),554
2005,Grama Panchayat,Thrissur,,,,Pookode,5,Panakkal Dileep,CPI(M),510
2005,Grama Panchayat,Thrissur,,,,Pookode,6,Ambika Soman,CPI(M),423
2005,Grama Panchayat,Thrissur,,,,Pookode,7,K.K.Jothiraj,CPI,706
2005,Grama Panchayat,Thrissur,,,,Pookode,8,K.V.Vividh,CPI(M),611
2005,Grama Panchayat,Thrissur,,,,Pookode,9,Varghese Cheeran,INC,408
2005,Grama Panchayat,Thrissur,,,,Pookode,10,Chugath Vincent,CPI(M),621
2005,Grama Panchayat,Thrissur,,,,Pookode,11,K.P.Vinod,CPI(M),862
2005,Grama Panchayat,Thrissur,,,,Pookode,12,C.R.Ajith Kumar,CPI(M),613
2005,Grama Panchayat,Thrissur,,,,Pookode,13,Jaganadhan K.S.,INC,475
2005,Grama Panchayat,Thrissur,,,,Pookode,14,ADV. JOY CHEERAN,INDEPENDENT,339
2005,Grama Panchayat,Thrissur,,,,Pookode,15,Jolly Baby,CPI(M),567
2005,Grama Panchayat,Thrissur,,,,Pookode,16,K.A.Sukumaran,CPI(M),617
2005,Grama Panchayat,Thrissur,,,,Pookode,17,Anadhavalli Mabuzha,CPI(M),640
2005,Grama Panchayat,Thrissur,,,,Pookode,18,Jaleel Pookkod,DIC(K),431
2005,Grama Panchayat,Thrissur,,,,Poomangalam,"Poomangalam Grama Panchayat, Thrissur","Poomangalam Grama Panchayat, Thrissur","Poomangalam Grama Panchayat, Thrissur","Poomangalam Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Poomangalam,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Poomangalam,1,SHEEBA RAHUL,CPI(M),312
2005,Grama Panchayat,Thrissur,,,,Poomangalam,2,AMBIKA CHATHU,CPI(M),343
2005,Grama Panchayat,Thrissur,,,,Poomangalam,3,K.M.RAGHU,CPI(M),240
2005,Grama Panchayat,Thrissur,,,,Poomangalam,4,SEETHA AYYAPPAKKUTTY,CPI(M),372
2005,Grama Panchayat,Thrissur,,,,Poomangalam,5,RAJAN VATTEKKATT,INDEPENDENT,359
2005,Grama Panchayat,Thrissur,,,,Poomangalam,6,KATHREENA GEORGE,INC,329
2005,Grama Panchayat,Thrissur,,,,Poomangalam,7,LEENA.P.S.,INC,234
2005,Grama Panchayat,Thrissur,,,,Poomangalam,8,JOSE PUNNAMPARAMBIL,JD(S),301
2005,Grama Panchayat,Thrissur,,,,Poomangalam,9,ADV. JOSE MOOTHELI,INC,284
2005,Grama Panchayat,Thrissur,,,,Poomangalam,10,P.K. SUNIL LAL,CPI(M),340
2005,Grama Panchayat,Thrissur,,,,Poomangalam,11,C. SANTHOSH,INC,298
2005,Grama Panchayat,Thrissur,,,,Poomangalam,12,VIMALA SUDHAKARAN,CPI(M),394
2005,Grama Panchayat,Thrissur,,,,Porathissery,"Porathissery Grama Panchayat, Thrissur","Porathissery Grama Panchayat, Thrissur","Porathissery Grama Panchayat, Thrissur","Porathissery Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Porathissery,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Porathissery,1,ABDULLAKUTTY.K.K.,INC,471
2005,Grama Panchayat,Thrissur,,,,Porathissery,2,JAMES.K.C.,INC,600
2005,Grama Panchayat,Thrissur,,,,Porathissery,3,SHEEJA JAYESH,CPI(M),543
2005,Grama Panchayat,Thrissur,,,,Porathissery,4,LORENCE CHUMMAR,INC,601
2005,Grama Panchayat,Thrissur,,,,Porathissery,5,JESSY VINCENT,INDEPENDENT,576
2005,Grama Panchayat,Thrissur,,,,Porathissery,6,ALPHONSA TEACHER,INDEPENDENT,591
2005,Grama Panchayat,Thrissur,,,,Porathissery,7,ADV. MURALEEDHARAN.P.D.,CPI,505
2005,Grama Panchayat,Thrissur,,,,Porathissery,8,RAJU MASTER.M.B.,CPI(M),784
2005,Grama Panchayat,Thrissur,,,,Porathissery,9,ROY PORATHUKKARAN,DIC(K),439
2005,Grama Panchayat,Thrissur,,,,Porathissery,10,CHANDRAN.K.V,CPI(M),493
2005,Grama Panchayat,Thrissur,,,,Porathissery,11,SATHEESH SHARATH,CPI(M),595
2005,Grama Panchayat,Thrissur,,,,Porathissery,12,PUSHPARAJAN THUPRATH,CPI(M),385
2005,Grama Panchayat,Thrissur,,,,Porathissery,13,NELSON.M.B.,INC,393
2005,Grama Panchayat,Thrissur,,,,Porathissery,14,LAKSHMITEACHER,INDEPENDENT,623
2005,Grama Panchayat,Thrissur,,,,Porathissery,15,PRASAD PULLAMVALAPPIL,CPI(M),393
2005,Grama Panchayat,Thrissur,,,,Porathissery,16,PREETHA JOSHY,CPI(M),479
2005,Grama Panchayat,Thrissur,,,,Porathissery,17,VALSALA SASI,CPI(M),548
2005,Grama Panchayat,Thrissur,,,,Porathissery,18,VINOD.K.K.,CPI(M),486
2005,Grama Panchayat,Thrissur,,,,Porkulam,"Porkulam Grama Panchayat, Thrissur","Porkulam Grama Panchayat, Thrissur","Porkulam Grama Panchayat, Thrissur","Porkulam Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Porkulam,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Porkulam,1,Abraham K V,INC,510
2005,Grama Panchayat,Thrissur,,,,Porkulam,2,Usha P,CPI(M),467
2005,Grama Panchayat,Thrissur,,,,Porkulam,3,Reghunathan C G,CPI(M),310
2005,Grama Panchayat,Thrissur,,,,Porkulam,4,Fousia Subair,CPI(M),413
2005,Grama Panchayat,Thrissur,,,,Porkulam,5,Valsan Moorthattil,CPI(M),383
2005,Grama Panchayat,Thrissur,,,,Porkulam,6,Babu C Anto,CPI(M),286
2005,Grama Panchayat,Thrissur,,,,Porkulam,7,Balan,CPI(M),457
2005,Grama Panchayat,Thrissur,,,,Porkulam,8,Narayanan K M,CPI(M),453
2005,Grama Panchayat,Thrissur,,,,Porkulam,9,Meen,CPI(M),278
2005,Grama Panchayat,Thrissur,,,,Porkulam,10,Ramakrishnan K,CPI(M),303
2005,Grama Panchayat,Thrissur,,,,Porkulam,11,Omana K M,CPI(M),387
2005,Grama Panchayat,Thrissur,,,,Porkulam,12,Nisheed Kumar N P,CPI(M),347
2005,Grama Panchayat,Thrissur,,,,Poyya,"Poyya Grama Panchayat, Thrissur","Poyya Grama Panchayat, Thrissur","Poyya Grama Panchayat, Thrissur","Poyya Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Poyya,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Poyya,1,Devaki Gopi,DIC(K),3524
2005,Grama Panchayat,Thrissur,,,,Poyya,2,Lissy Antony,INC,425
2005,Grama Panchayat,Thrissur,,,,Poyya,3,Muhammadali P B,CPI,376
2005,Grama Panchayat,Thrissur,,,,Poyya,4,K N Chandrika,CPI(M),450
2005,Grama Panchayat,Thrissur,,,,Poyya,5,M V Dileep,CPI(M),414
2005,Grama Panchayat,Thrissur,,,,Poyya,6,Rajani Sujan,CPI,645
2005,Grama Panchayat,Thrissur,,,,Poyya,7,Muraleedharan (M K Murali),CPI,435
2005,Grama Panchayat,Thrissur,,,,Poyya,8,P C Unni,CPI(M),553
2005,Grama Panchayat,Thrissur,,,,Poyya,9,T V Raju,CPI(M),489
2005,Grama Panchayat,Thrissur,,,,Poyya,10,Thankamma Johny,JD(S),513
2005,Grama Panchayat,Thrissur,,,,Poyya,11,Subramanian (M A Subran),CPI(M),347
2005,Grama Panchayat,Thrissur,,,,Poyya,12,Subramanian Master,DIC(K),679
2005,Grama Panchayat,Thrissur,,,,Poyya,13,Shaimon,CPI(M),491
2005,Grama Panchayat,Thrissur,,,,Poyya,14,Tessy Unnikrishnan,DIC(K),465
2005,Grama Panchayat,Thrissur,,,,Pudukkod,"Pudukkod Grama Panchayat, Thrissur","Pudukkod Grama Panchayat, Thrissur","Pudukkod Grama Panchayat, Thrissur","Pudukkod Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Pudukkod,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Pudukkod,1,C.C. SOMAN,INC,475
2005,Grama Panchayat,Thrissur,,,,Pudukkod,2,P.C. KARAPPAN,INC,450
2005,Grama Panchayat,Thrissur,,,,Pudukkod,3,SUNANDHA SASI,INDEPENDENT,446
2005,Grama Panchayat,Thrissur,,,,Pudukkod,4,M.A. FRANCIS,CPI(M),432
2005,Grama Panchayat,Thrissur,,,,Pudukkod,5,MINI JOSE,DIC(K),498
2005,Grama Panchayat,Thrissur,,,,Pudukkod,6,A.G. UNNIKRISHNAN AMBADI,INC,353
2005,Grama Panchayat,Thrissur,,,,Pudukkod,7,K.K. NARAYANAN,INC,657
2005,Grama Panchayat,Thrissur,,,,Pudukkod,8,SATHI BABU,INDEPENDENT,553
2005,Grama Panchayat,Thrissur,,,,Pudukkod,9,THOBI THOTTIAN,INDEPENDENT,413
2005,Grama Panchayat,Thrissur,,,,Pudukkod,10,A.L. JOY,DIC(K),467
2005,Grama Panchayat,Thrissur,,,,Pudukkod,11,SUBHADRA.O.V.,CPI(M),554
2005,Grama Panchayat,Thrissur,,,,Pudukkod,12,T.C. JOSEPH,INDEPENDENT,298
2005,Grama Panchayat,Thrissur,,,,Pudukkod,13,SINDHU BHARATHAN,INDEPENDENT,349
2005,Grama Panchayat,Thrissur,,,,Pudukkod,14,AMBILI SIVARAJAN,CPI(M),487
2005,Grama Panchayat,Thrissur,,,,Punnayur,"Punnayur Grama Panchayat, Thrissur","Punnayur Grama Panchayat, Thrissur","Punnayur Grama Panchayat, Thrissur","Punnayur Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Punnayur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Punnayur,1,Ayisha T.A,INDEPENDENT,492
2005,Grama Panchayat,Thrissur,,,,Punnayur,2,Suhara Kamarudheen,ML,394
2005,Grama Panchayat,Thrissur,,,,Punnayur,3,Aliyar.P,INC,420
2005,Grama Panchayat,Thrissur,,,,Punnayur,4,A.jamal,INDEPENDENT,401
2005,Grama Panchayat,Thrissur,,,,Punnayur,5,Suhara Bakkar,CPI(M),366
2005,Grama Panchayat,Thrissur,,,,Punnayur,6,Aneesh k. Valiyil,CPI,358
2005,Grama Panchayat,Thrissur,,,,Punnayur,7,R.P Basheer,INDEPENDENT,626
2005,Grama Panchayat,Thrissur,,,,Punnayur,8,I.P Rajendran,INC,628
2005,Grama Panchayat,Thrissur,,,,Punnayur,9,valiyakath Nabeesakutty,INC,485
2005,Grama Panchayat,Thrissur,,,,Punnayur,10,A.Hussain,DIC(K),368
2005,Grama Panchayat,Thrissur,,,,Punnayur,11,Raghavan.P.C,INC,344
2005,Grama Panchayat,Thrissur,,,,Punnayur,12,Sharafudheen,INL,367
2005,Grama Panchayat,Thrissur,,,,Punnayur,13,Kariyadath Sulfath,ML,409
2005,Grama Panchayat,Thrissur,,,,Punnayur,14,K.A Salih,CPI(M),504
2005,Grama Panchayat,Thrissur,,,,Punnayur,15,Bini Balakrishjnan,CPI(M),396
2005,Grama Panchayat,Thrissur,,,,Punnayur,16,A.V Ahammed,ML,561
2005,Grama Panchayat,Thrissur,,,,Punnayur,17,Rahmabi parattuveettil,INC,450
2005,Grama Panchayat,Thrissur,,,,Punnayur,18,P.K Raheem,CPI(M),445
2005,Grama Panchayat,Thrissur,,,,Punnayur,19,K.K Ismail,INDEPENDENT,654
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,"Punnyurkulum Grama Panchayat, Thrissur","Punnyurkulum Grama Panchayat, Thrissur","Punnyurkulum Grama Panchayat, Thrissur","Punnyurkulum Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,1,K.H. ABIDH,ML,471
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,2,C.P. SREENIVASAN,CPI,357
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,3,C.T. SOMARAJ,CPI(M),423
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,4,SATHEESAN.K.M.,INDEPENDENT,484
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,5,C.P. ISMAYIL,CPI(M),495
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,6,K.V. DHARMAN,INC,357
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,7,SHEREEFA ABDHU,INC,575
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,8,THEKKUMKATTIL KUJIMOIDHU,INC,402
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,9,V. RASHEED,CPI(M),301
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,10,MALLIKA VASUDEVSN,BJP,406
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,11,HEERA KRISHNADAS,BJP,641
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,12,C.DHANESH,CPI(M),283
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,13,KATTISSERY PRABHULAN,INDEPENDENT,287
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,14,N.V. PRAMOD,CPI(M),399
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,15,ABITHA SAHATH,ML,487
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,16,ABU MALIKULAM,INC,668
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,17,CHOLAYIL THAHIRA,INDEPENDENT,346
2005,Grama Panchayat,Thrissur,,,,Punnyurkulum,18,USHA KUMARI,CPI(M),460
2005,Grama Panchayat,Thrissur,,,,Puthenchira,"Puthenchira Grama Panchayat, Thrissur","Puthenchira Grama Panchayat, Thrissur","Puthenchira Grama Panchayat, Thrissur","Puthenchira Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Puthenchira,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Puthenchira,1,T.V Sajeevan,CPI(M),385
2005,Grama Panchayat,Thrissur,,,,Puthenchira,2,Suijithlal,CPI(M),461
2005,Grama Panchayat,Thrissur,,,,Puthenchira,3,Suresh,CPI(M),494
2005,Grama Panchayat,Thrissur,,,,Puthenchira,4,P.V Pauolose,NCP,454
2005,Grama Panchayat,Thrissur,,,,Puthenchira,5,Romi,CPI(M),452
2005,Grama Panchayat,Thrissur,,,,Puthenchira,6,Sakundhala,CPI(M),429
2005,Grama Panchayat,Thrissur,,,,Puthenchira,7,T.P. Parameswaran Namboothiri,DIC(K),295
2005,Grama Panchayat,Thrissur,,,,Puthenchira,8,T.A. Kaseem,CPI(M),408
2005,Grama Panchayat,Thrissur,,,,Puthenchira,9,Viswambaran.P.M,CPI(M),527
2005,Grama Panchayat,Thrissur,,,,Puthenchira,10,Vinodan .I.C,CPI,421
2005,Grama Panchayat,Thrissur,,,,Puthenchira,11,C.A.SANTHA,CPI(M),280
2005,Grama Panchayat,Thrissur,,,,Puthenchira,12,MOHANAN.M.P.,CPI(M),393
2005,Grama Panchayat,Thrissur,,,,Puthenchira,13,BEENA SUDHAKARAN,CPI,315
2005,Grama Panchayat,Thrissur,,,,Puthenchira,14,P.V.DEVAYANI,CPI(M),443
2005,Grama Panchayat,Thrissur,,,,Puthur,"Puthur Grama Panchayat, Thrissur","Puthur Grama Panchayat, Thrissur","Puthur Grama Panchayat, Thrissur","Puthur Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Puthur,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Puthur,1,Savithree Das,CPI(M),781
2005,Grama Panchayat,Thrissur,,,,Puthur,2,Pushkaran Kakkanate,BJP,386
2005,Grama Panchayat,Thrissur,,,,Puthur,3,M.Reghunad,CPI(M),877
2005,Grama Panchayat,Thrissur,,,,Puthur,4,Moli Mathew,INC,777
2005,Grama Panchayat,Thrissur,,,,Puthur,5,Reji George,INC,769
2005,Grama Panchayat,Thrissur,,,,Puthur,6,V.G.Prasad (Ramanan),CPI(M),596
2005,Grama Panchayat,Thrissur,,,,Puthur,7,Varuthu Cheradayi,CPI(M),644
2005,Grama Panchayat,Thrissur,,,,Puthur,8,Jenny Varghese,DIC(K),398
2005,Grama Panchayat,Thrissur,,,,Puthur,9,V.R.Baby,INC,632
2005,Grama Panchayat,Thrissur,,,,Puthur,10,C.K. Tilakan,INC,741
2005,Grama Panchayat,Thrissur,,,,Puthur,11,Biju kodiyan,INC,480
2005,Grama Panchayat,Thrissur,,,,Puthur,12,Vadasseri Madhavan,CPI(M),847
2005,Grama Panchayat,Thrissur,,,,Puthur,13,Bindhu Prakasan,CPI(M),595
2005,Grama Panchayat,Thrissur,,,,Puthur,14,Vayikattil Suresh,CPI(M),697
2005,Grama Panchayat,Thrissur,,,,Puthur,15,Sreedevi Chandran,CPI(M),822
2005,Grama Panchayat,Thrissur,,,,Puthur,16,P.Deleep,BJP,560
2005,Grama Panchayat,Thrissur,,,,Puthur,17,Sherly Jose Mangalli,INC,590
2005,Grama Panchayat,Thrissur,,,,Puthur,18,Mannarkulam Ayyappan,CPI(M),731
2005,Grama Panchayat,Thrissur,,,,Puthur,19,Manju Sunil,INC,743
2005,Grama Panchayat,Thrissur,,,,Puthur,20,Sreeja Prathapan,CPI,591
2005,Grama Panchayat,Thrissur,,,,Puthur,21,K.B. Arjunan,CPI,661
2005,Grama Panchayat,Thrissur,,,,Puthur,22,Jayan Thekkethara,CPI(M),770
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,"Sree Narayanapuram Grama Panchayat, Thrissur","Sree Narayanapuram Grama Panchayat, Thrissur","Sree Narayanapuram Grama Panchayat, Thrissur","Sree Narayanapuram Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,1,PRASANNA MURALEEDHARAN,CPI(M),585
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,2,BABY SUBRAHMANIAN,CPI(M),471
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,3,MANOJ,CPI(M),575
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,4,T.K. REMESH BABU,CPI(M),627
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,5,M.S. NARAYANANA,CPI(M),769
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,6,A.P.JAYAN,CPI(M),795
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,7,SAJEEV AVINIPULLY,CPI(M),655
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,8,HAMSA PARAKOTT,INDEPENDENT,513
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,9,SUNIL KUMAR.P.G.,BJP,497
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,10,MINI SHAJI,CPI,385
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,11,C.N. SATHEESH KUMAR,CPI,668
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,12,SHIMJI AJITHAN,BJP,441
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,13,BABY KARTHIKEYAN,INC,542
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,14,PRAJITHA SUNIL,CPI,445
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,15,NAZEEMA RASHEED,INDEPENDENT,653
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,16,A.MURALEEDHARAN,NCP,530
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,17,B.A. GOPI,CPI,696
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,18,K.R. ASOKAN,INC,542
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,19,SUNIL VAZHUR,DIC(K),423
2005,Grama Panchayat,Thrissur,,,,Sree Narayanapuram,20,V.R. KANNAN,BJP,706
2005,Grama Panchayat,Thrissur,,,,Thaikkad,"Thaikkad Grama Panchayat, Thrissur","Thaikkad Grama Panchayat, Thrissur","Thaikkad Grama Panchayat, Thrissur","Thaikkad Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Thaikkad,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Thaikkad,1,Latha RadhaKrishnan,CPI(M),412
2005,Grama Panchayat,Thrissur,,,,Thaikkad,2,C.V.Suresh,CPI(M),438
2005,Grama Panchayat,Thrissur,,,,Thaikkad,3,Joy Cheriyan,INC,436
2005,Grama Panchayat,Thrissur,,,,Thaikkad,4,Abdul Rasheed Kunnikal,ML,435
2005,Grama Panchayat,Thrissur,,,,Thaikkad,5,A P Babumaster,INC,464
2005,Grama Panchayat,Thrissur,,,,Thaikkad,6,Sumathi Gagadharan,INC,389
2005,Grama Panchayat,Thrissur,,,,Thaikkad,7,B.V.Joy,INDEPENDENT,344
2005,Grama Panchayat,Thrissur,,,,Thaikkad,8,P.K.Nadhanan,CPI(M),271
2005,Grama Panchayat,Thrissur,,,,Thaikkad,9,P.S.Rajan,INC,349
2005,Grama Panchayat,Thrissur,,,,Thaikkad,10,Nirmala Keralan,CPI,336
2005,Grama Panchayat,Thrissur,,,,Thaikkad,11,P.S.Jayan,CPI,462
2005,Grama Panchayat,Thrissur,,,,Thaikkad,12,Laila Hamza,CONGRESS(S),237
2005,Grama Panchayat,Thrissur,,,,Thalikulam,"Thalikulam Grama Panchayat, Thrissur","Thalikulam Grama Panchayat, Thrissur","Thalikulam Grama Panchayat, Thrissur","Thalikulam Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Thalikulam,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Thalikulam,1,PAVITHRAN.P.V.,BJP,534
2005,Grama Panchayat,Thrissur,,,,Thalikulam,2,PRAMEELA.U.A.,BJP,365
2005,Grama Panchayat,Thrissur,,,,Thalikulam,3,ABOOBAKKAR.A.M.,INL,310
2005,Grama Panchayat,Thrissur,,,,Thalikulam,4,SHIBU.C.B.,CPI(M),446
2005,Grama Panchayat,Thrissur,,,,Thalikulam,5,M.K. BABU,CONGRESS(S),381
2005,Grama Panchayat,Thrissur,,,,Thalikulam,6,BABU VALLATH,INDEPENDENT,623
2005,Grama Panchayat,Thrissur,,,,Thalikulam,7,K.A. HARUN RASHEED,ML,541
2005,Grama Panchayat,Thrissur,,,,Thalikulam,8,K.V ROSHNI,CPI(M),367
2005,Grama Panchayat,Thrissur,,,,Thalikulam,9,SANDHYA RAMAKRISHNAN,DIC(K),529
2005,Grama Panchayat,Thrissur,,,,Thalikulam,10,M.R. APPU,CONGRESS(S),292
2005,Grama Panchayat,Thrissur,,,,Thalikulam,11,MINITEACHER,CONGRESS(S),426
2005,Grama Panchayat,Thrissur,,,,Thalikulam,12,BHASKARAN.M.S.,INDEPENDENT,358
2005,Grama Panchayat,Thrissur,,,,Thalikulam,13,RAVEENDRANADH NADUVILEDATH,INC,285
2005,Grama Panchayat,Thrissur,,,,Thalikulam,14,LINTA SUBHASH CHANDRAN,INC,376
2005,Grama Panchayat,Thrissur,,,,Thalikulam,15,P.I. SHOUKKATHALI,INC,520
2005,Grama Panchayat,Thrissur,,,,Thanniyam,"Thanniyam Grama Panchayat, Thrissur","Thanniyam Grama Panchayat, Thrissur","Thanniyam Grama Panchayat, Thrissur","Thanniyam Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Thanniyam,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Thanniyam,1,K S Shibu,CPI(M),493
2005,Grama Panchayat,Thrissur,,,,Thanniyam,2,T I Mohandas,CPI,622
2005,Grama Panchayat,Thrissur,,,,Thanniyam,3,Sumangala Thilakan,CPI,567
2005,Grama Panchayat,Thrissur,,,,Thanniyam,4,A K Anilkumar,CPI,744
2005,Grama Panchayat,Thrissur,,,,Thanniyam,5,Sheena Parayangattil,CPI,651
2005,Grama Panchayat,Thrissur,,,,Thanniyam,6,V K Prasannan,CPI,591
2005,Grama Panchayat,Thrissur,,,,Thanniyam,7,M B Sahadevan,CPI(M),454
2005,Grama Panchayat,Thrissur,,,,Thanniyam,8,C L Joy,NCP,523
2005,Grama Panchayat,Thrissur,,,,Thanniyam,9,K.Vijayalakshmi,DIC(K),468
2005,Grama Panchayat,Thrissur,,,,Thanniyam,10,Ayoob N S,INC,542
2005,Grama Panchayat,Thrissur,,,,Thanniyam,11,M P Mukesh,CPI(M),599
2005,Grama Panchayat,Thrissur,,,,Thanniyam,12,Jayasree Radhakrishnan,INC,497
2005,Grama Panchayat,Thrissur,,,,Thanniyam,13,P R Suseela Teacher,CPI(M),585
2005,Grama Panchayat,Thrissur,,,,Thanniyam,14,C C Rajan,CPI(M),515
2005,Grama Panchayat,Thrissur,,,,Thanniyam,15,P K Ismail,INC,626
2005,Grama Panchayat,Thrissur,,,,Thanniyam,16,Karayil Parvathi,INC,399
2005,Grama Panchayat,Thrissur,,,,Thanniyam,17,V K Rajani,CPI(M),514
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,"Thekkumkara Grama Panchayat, Thrissur","Thekkumkara Grama Panchayat, Thrissur","Thekkumkara Grama Panchayat, Thrissur","Thekkumkara Grama Panchayat, Thrissur"
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,Ward No,Elected Members,Front,Votes
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,1,SIVASANKARAN,CPI(M),629
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,2,MINI VARGHESE,INDEPENDENT,743
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,3,SUHARA,CPI(M),469
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,4,VIJAYABABU (BABU CHEMBATH),DIC(K),420
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,5,MAYA,INDEPENDENT,595
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,6,ARAVINDAKSHAN,CPI(M),737
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,7,RAMADAS,CPI,557
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,8,RADHAKRISHNAN.P,DIC(K),555
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,9,RATHNAMMA,DIC(K),482
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,10,OUSEPH( P.V.OUSEPH KUTTY),CPI(M),515
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,11,MARY THOMAS,CPI(M),511
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,12,JERY (K.J.JERY),INC,601
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,13,SURESH KUMAR,DIC(K),531
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,14,MADHAVAN.A,CPI(M),559
2005,Grama Panchayat,Thrissur,,,,Thekkumkara,15,VIJAYAN .K,CPI(M),577
