sl_no,dist_name,samiti_name,gp,reservation,name,sex_manual,category,gp_new,dist_name_new,samiti_name_new
6695,JODHPUR,SEKHALA,KANODIYA PUROHITAN,General (Woman),CHANDRA DEVI,F,General (Woman),kanodiya purohitan,JODHPUR,SEKHALA
1444,BARMER,BAYATU,KOSRIYA,General (Woman),CHANDRA DEVI,F,OBC (Woman),kosriya,BARMER,BAYTOO
3165,CHITTORGARH,BHAINSRORGARH,JHALARBAWADI,General (Woman),CHANDRA JYOTI,F,General,jhalarbawadi,CHITTORGARH,BHAINSRORGARH
3972,DHOLPUR,RAJAKHERA,SAMONA,General (Woman),CHANDRA KALA,F,General (Woman),samona,DHOLPUR,RAJAKHERA
2911,BUNDI,HINDOLI,AAKODA,OBC (Woman),CHANDRA KALA,F,OBC (Woman),aakoda,BUNDI,HINDOLI
7094,KOT A,ITAWA,KHYAVDA,SC (Woman),CHANDRA KALA,F,SC (Woman),khyavda,KOTA,ITAWA
7660,NAGAUR,NAVAN,P ANCHOT A,General (Woman),CHANDRA KANTA,F,General (Woman),p anchot a,NAGAUR,NAVAN
7860,P ALI,P ALI,SAKADARA,General (Woman),CHANDRA KANWAR,F,General (Woman),sakadara,PALI,PALI
6872,KARAULI,HINDAUN,KACHROLI,General,CHANDRA PAL SINGH,M,OBC,kachroli,KARAULI,HINDAUN
7520,NAGAUR,NAGAUR,GANGW ANA,General,CHANDRA PRAKASH,M,OBC,gangw ana,NAGAUR,NAGAUR
2348,BHILWARA,KOTRI,BAN KA KHEDA,SC,CHANDRA PRAKASH BHAND,M,SC,ban ka kheda,BHILWARA,KOTRI
9092,TONK,DEOLI,BALUNDA,ST,CHANDRA PRAKASH MEENA,M,ST,balunda,TONK,DEOLI
8323,RAJSAMAND,KUMBHALGARH,SUKHAR,General (Woman),CHANDRA PRAKASH PRAJAPAT,F,General,sukhar,RAJSAMAND,KUMBHALGARH
3832,DAUSA,LAWAN,NAGAL RAJAWATAN,OBC,CHANDRA PRAKASH RANA,M,OBC,nagal rajawatan,DAUSA,LAWAN
3106,CHITTORGARH,BEGUN,NADW AI,OBC,CHANDRA PRAKASH VESHNA V,M,OBC,nadw ai,CHITTORGARH,BEGUN
2034,BHARA TPUR,NAGAR,JAISHRI,General,CHANDRAJEET,M,General,jaishri,BHARATPUR,NAGAR
3889,DHOLPUR,BASERI,DOPURA,General (Woman),CHANDRAKALA,F,General (Woman),dopura,DHOLPUR,BASERI
2975,BUNDI,K.PATAN,JAISTHAL,General (Woman),CHANDRAKALA,F,OBC (Woman),jaisthal,BUNDI,K.PATAN
4680,ANUMANGAR,H BHADRA,RASLANA,General (Woman),CHANDRAKALA,F,OBC (Woman),raslana,HANUMANGARH,BHADRA
3434,CHURU,RAJGARH,SANKHU,SC,CHANDRAKALA,F,SC (Woman),sankhu,CHURU,RAJGARH
8603,SIKAR,DANT ARAMGARH,GOWTI,SC,CHANDRAKALA,F,SC (Woman),gowti,SIKAR,DANTA RAMGARH
8445,S. MADHOPUR,BONLI,KOLADA,ST (Woman),CHANDRAKALA,F,ST (Woman),kolada,SAWAIMADHOPUR,BONLI
5118,JAIPUR,JAMW ARAMGARH,NATATA,General (Woman),CHANDRAKALA MEENA,F,ST (Woman),natata,JAIPUR,JAMWA RAMGARH
2537,BHILWARA,SUWANA,AATUN,General (Woman),CHANDRAKALA SHARMA,F,General (Woman),aatun,BHILWARA,SUWANA
5034,JAIPUR,DUDU,ROJADI,OBC (Woman),CHANDRAKANT A,F,OBC (Woman),rojadi,JAIPUR,DUDU
1301,BARAN,KISHANGANJ,GHATTI,ST (Woman),CHANDRAKLA,F,ST (Woman),ghatti,BARAN,KISHANGANJ
4920,JAIPUR,BASSI,DEVGAON,SC (Woman),CHANDRAMUKHI BAIRWA,F,SC (Woman),devgaon,JAIPUR,BASSI
4681,ANUMANGAR,H BHADRA,SAGRA,OBC,CHANDRAP AL,M,OBC,sagra,HANUMANGARH,BHADRA
146,AJMER,MASUDA,BEGLIYABAS,SC (Woman),CHANDRAP AL,F,SC (Woman),begliyabas,AJMER,MASUDA
5947,JHALAWAR,KHANPUR,PIPLAJ,OBC,CHANDRASEN JHAT,M,OBC,piplaj,JHALAWAR,KHANPUR
3966,DHOLPUR,RAJAKHERA,MEHADPURA,General,CHANDRASHEKHAR,M,General,mehadpura,DHOLPUR,RAJAKHERA
2247,BHILWARA,ASIND,P ALDI,SC (Woman),CHANDRASHOBHA,F,SC (Woman),paldi,BHILWARA,ASIND
7838,P ALI,MARWAR JUN,SINL A,General,CHANDRASINGH,M,General,sinl a,PALI,MARWAR JUN
156,AJMER,MASUDA,JEEW ANA,General,CHANDRAVEER SINGH,M,General,jeewana,AJMER,MASUDA
8330,RAJSAMAND,RAILMAGRA,AODA,General,CHANDRAVEER SINGH SISODIYA,M,General,aoda,RAJSAMAND,RAILMAGRA
84,AJMER,KEKRI,BHARAI,ST (Woman),CHANDRESH,F,ST (Woman),bharai,AJMER,KEKRI
211,AJMER,PEESANGAN,RAJGARH,OBC,CHANDRIKA,M,OBC,rajgarh,AJMER,PEESANGAN
1078,BANSW ARA,GANGAD TALAI,SAND NANI,ST (Woman),CHANDRIKA,F,ST (Woman),sand nani,BANSWARA,GANGAD TALAI
9555,UDAIPUR,KOTDA,MAMERA,ST (Woman),CHANDRIKA DEVI,F,ST (Woman),mamera,UDAIPUR,KOTRA
9756,UDAIPUR,SAYARA,SAYARA,General (Woman),CHANDRKANT A,F,General (Woman),sayara,UDAIPUR,SAYARA
6606,JODHPUR,OSIYAN,KHET ASAR,General (Woman),CHANDU DEVI,F,General (Woman),khet asar,JODHPUR,OSIAN
6807,JODHPUR,LOHAWAT,SHAITANSINGH NAGAR,OBC,CHANDU DEVI,F,OBC (Woman),shaitansingh nagar,JODHPUR,LOHAWAT
655,ALWAR,RAMGARH,SAHADOLI,SC,CHANDU DEVI,M,SC,sahadoli,ALWAR,RAMGARH
6814,JODHPUR,LOHAWAT,DHOLASAR,SC (Woman),CHANDU MEGHWAL,F,SC (Woman),dholasar,JODHPUR,LOHAWAT
662,ALWAR,RAMGARH,Bagadmeva,ST,CHANDU MEGHWAL,M,ST,bagadmeva,ALWAR,RAMGARH
5029,JAIPUR,DUDU,NANAN,General (Woman),CHANTA DEVI,F,OBC (Woman),nanan,JAIPUR,DUDU
1292,BARAN,KISHANGANJ,BARUNI,General (Woman),CHARANJEET KOUR,F,General,baruni,BARAN,KISHANGANJ
5504,JAISALMER,SAM,SHAHGARH,General (Woman),CHATAN KHATU,F,OBC (Woman),shahgarh,JAISALMER,SAM
9709,UDAIPUR,SARADA,NALALUNKAR,ST,CHATAR SINGH,M,ST,nalalunkar,UDAIPUR,SARADA
7425,NAGAUR,MAKRANA,JAKHALI,General,CHATRPAL SINGH,M,General,jakhali,NAGAUR,MAKRANA
1558,BARMER,SINDHARI,SADA,General (Woman),CHATRU,F,OBC,sada,BARMER,SINDHARI
1516,BARMER,SHIV,BHIYAD,General (Woman),CHATU DEVI,F,General (Woman),bhiyad,BARMER,SHEO
1831,BARMER,GADRAROAD,ROHINI,OBC,CHATUR SINGH,M,OBC,rohini,BARMER,GADRAROAD
5480,JAISALMER,SAM,KANOI,General,CHATURBHUJ PRAJAPAT,M,OBC,kanoi,JAISALMER,SAM
1042,BANSW ARA,SAJJANGARH,MACHHARASA TH,ST (Woman),CHATURI,F,ST (Woman),machharasath,BANSWARA,SAJJANGARH
3144,CHITTORGARH,BHAINSRORGARH,BARKHEDA,ST,CHAUTHMAL BHEEL,M,ST,barkheda,CHITTORGARH,BHAINSRORGARH
9005,SIROHI,REODAR,DHAN,SC (Woman),CHAYA DEVI,F,SC (Woman),dhan,SIROHI,REODAR
7792,P ALI,JAIT ARAN,SEW ARIA,General (Woman),CHEEMA DEVI,F,OBC (Woman),sew aria,PALI,JAITARAN
8961,SIROHI,PINDW ARA,AJARI,ST,CHELARAM,M,ST,ajari,SIROHI,PINDWARA
6732,JODHPUR,DECHU,SAGRA,OBC,CHENA RAM,M,OBC,sagra,JODHPUR,DECHU
5607,JALORE,BHEENMAL,DANTIVAS,General,CHENARAJ,M,OBC,dantivas,JALORE,BHINMAL
7714,P ALI,BALI,GUDALAS,OBC,CHENARAM,M,OBC,gudalas,PALI,BALI
9399,UDAIPUR,GIRWA,BALICHA,ST,CHENRAM GAMETI,M,ST,balicha,UDAIPUR,GIRWA
167,AJMER,MASUDA,PEEPLAJ,SC (Woman),CHET AN,F,SC (Woman),peeplaj,AJMER,MASUDA
943,BANSW ARA,GHATOL,BHAGORON KHEDA,ST,CHET AN,M,ST,bhagoron kheda,BANSWARA,GHATOL
1620,BARMER,RAMSAR,KHARIYA RAHAODAN,ST (Woman),CHET ANA,F,ST (Woman),khariya rahaodan,BARMER,RAMSAR
1454,BARMER,BAYATU,KHOTHON KI DHANI,OBC,CHET ANRAM,M,OBC,khothon ki dhani,BARMER,BAYTOO
5459,JAISALMER,JAISALMER,BADABAG,ST,CHET ANRAM,M,ST,badabag,JAISALMER,JAISALMER
5750,JALORE,RANIW ARA,SEVADA,SC,CHETA RAM,M,SC,sevada,JALORE,RANIWARA
290,ALWAR,BANSUR,GYANPURA,General (Woman),CHETANA SUTHAR,F,General (Woman),gyanpura,ALWAR,BANSUR
3182,CHITTORGARH,BHOP ALSAGAR,PATOLIYA,OBC (Woman),CHETANA SUTHAR,F,OBC (Woman),patoliya,CHITTORGARH,BHOPALSAGAR
9838,UDAIPUR,SEMARI,JAMBUDA,ST,CHETEN LAL MEENA,M,ST,jambuda,UDAIPUR,SEMARI
8252,RAJSAMAND,KHAMNOR,BADA BHAJUNA,General (Woman),CHETNA,F,General (Woman),bada bhajuna,RAJSAMAND,KHAMNOR
2242,BHILWARA,ASIND,MOGAR,OBC (Woman),CHETNA DEVI,F,OBC (Woman),mogar,BHILWARA,ASIND
3567,CHURU,T ARANAGAR,KALWAS,SC,CHETRAM,M,SC,kalwas,CHURU,TARANAGAR
1397,BARMER,BARMER,MEETHDA,General (Woman),CHHAGAN KANWAR,F,General (Woman),meethda,BARMER,BARMER
9046,SIROHI,SHIVGANJ,JOYALA,General,CHHAGAN SINGH,M,General,joyala,SIROHI,SHEOGANJ
9439,UDAIPUR,GOGUNDA,JHADOLI,SC (Woman),CHHAGANI MEGHWAL,F,SC (Woman),jhadoli,UDAIPUR,GOGUNDA
1589,BARMER,SIW ANA,RAMANIYA,OBC (Woman),CHHAGNI DEVI,F,OBC (Woman),ramaniya,BARMER,SIWANA
7841,P ALI,MARWAR JUN,BHANSORE,SC (Woman),CHHAGNI DEVI,F,SC (Woman),bhansore,PALI,MARWAR JUN
8916,SIKAR,PATAN,JEELO,OBC,CHHAJU RAM GURJAR,M,OBC,jeelo,SIKAR,PATAN
2283,BHILWARA,BANERA,UPREDA,SC (Woman),CHHANDU DEVI,F,SC (Woman),upreda,BHILWARA,BANERA
3419,CHURU,RAJGARH,MEHLANA UTARDA,SC (Woman),CHHANNO,F,SC (Woman),mehlana utarda,CHURU,RAJGARH
9161,TONK,MALPURA,SODA,General,CHHAVI KANWAR,F,General (Woman),soda,TONK,MALPURA
3478,CHURU,SARDARSHAHAR,ASAPALSAR BADA,General (Woman),CHHELU KANWAR,F,General (Woman),asapalsar bada,CHURU,SARDAR SHAHAR
353,ALWAR,KA THUMAR,GARO,SC,CHHELU KANWAR,M,SC,garo,ALWAR,KATHUMAR
3892,DHOLPUR,BASERI,JARGA,General,CHHIDDU SINGH,M,General,jarga,DHOLPUR,BASERI
4542,GANGANAGAR,SRI GANGANAGAR,KALIYA,General,CHHINDER SINGH,M,OBC,kaliya,GANGANAGAR,GANGANAGAR
5039,JAIPUR,DUDU,SAWARDA,OBC,CHHIT ARMAL,M,OBC,sawarda,JAIPUR,DUDU
9096,TONK,DEOLI,CHANDLI,General,CHHITAR LAL,M,OBC,chandli,TONK,DEOLI
8630,SIKAR,DANT ARAMGARH,SURERA,ST,CHHITAR MAL,M,ST,surera,SIKAR,DANTA RAMGARH
7564,NAGAUR,PARBATSAR,KUNDRI,General,CHHITAR SINGH RATHORE,M,General,kundri,NAGAUR,PARBATSAR
1720,BARMER,DHANAU,AMI MOHAMED SHAH KI BASTI,SC (Woman),CHHMIYA DEVI,F,SC (Woman),ami mohamed shah ki basti,BARMER,DHANAU
7494,NAGAUR,MUNDW A,JHUJHANDA,SC,CHHOGARAM,M,SC,jhujhanda,NAGAUR,MUNDAWA
7733,P ALI,BALI,SAINA,SC,CHHOGARAM,M,SC,saina,PALI,BALI
3625,DAUSA,BANDIKUI,GUDHA KATLA,General,CHHOTE LAL SAINI,M,OBC,gudha katla,DAUSA,BANDIKUI
240,AJMER,SRINAGAR,MAWASHIYA,SC,CHHOTHMAL MEENA,M,SC,mawashiya,AJMER,SRINAGAR
1225,BARAN,BARAN,SEEMLI,ST,CHHOTHMAL MEENA,M,ST,seemli,BARAN,BARAN
7558,NAGAUR,PARBATSAR,JANJILA,SC (Woman),CHHOTI DEVI,F,SC (Woman),janjila,NAGAUR,PARBATSAR
3784,DAUSA,SIKRAI,GANDRAWA,General (Woman),CHHOTI DEVI MEENA,F,ST (Woman),gandrawa,DAUSA,SIKRAI
7673,NAGAUR,KHINW ASAR,KHATODA,General (Woman),CHHOTU,F,OBC (Woman),khatoda,NAGAUR,KHINW ASAR
7470,NAGAUR,MERTA,ROL CHANDAWATA,General (Woman),CHHOTU KANWAR,F,General,rol chandawata,NAGAUR,MERTA
3018,BUNDI,NAINW A,KHANPURA,SC,CHHOTU LAL,M,SC,khanpura,BUNDI,NAINWA
387,ALWAR,KISHANGARHBAS,BAHADERPUR,General (Woman),CHHOTU RAM,F,General,bahaderpur,ALWAR,KISHANGARH BAS
6253,JHUNJHUNU,KHETRI,RASOOLPUR,OBC,CHHOTU RAM,M,OBC,rasoolpur,JHUNJHUNU,KHETRI
3513,CHURU,SARDARSHAHAR,RAJASAR BIKAN,SC,CHHOTU RAM,M,SC,rajasar bikan,CHURU,SARDAR SHAHAR
2406,BHILWARA,MANDAL,MEJA,General,CHHOTU SINGH PURAWAT,M,General,meja,BHILWARA,MANDAL
7489,NAGAUR,MUNDW A,GOTHDA,General (Woman),CHHOTUDI,F,OBC (Woman),gothda,NAGAUR,MUNDAWA
8672,SIKAR,DHOD,SINGHOT BADI,OBC,CHHUNA RAM,M,OBC,singhot badi,SIKAR,DHOND
3766,DAUSA,MAHUW A,SAMLETI,ST,CHHUTAN LAL MEENA,M,ST,samleti,DAUSA,MAHWA
5188,JAIPUR,KOTPUTLI,AMAI,OBC (Woman),CHIDIYA,F,OBC (Woman),amai,JAIPUR,KOTPUTLI
5599,JALORE,AHORE,VELDRA,ST,CHIMANA RAM,M,ST,veldra,JALORE,AHORE
960,BANSW ARA,GHATOL,GANODA,ST,CHIMANLAL,M,ST,ganoda,BANSWARA,GHATOL
4467,GANGANAGAR,RAISNGHNAGAR,75 NP,General (Woman),CHINDERPAL KOUR,F,OBC (Woman),75 np,GANGANAGAR,RAISINGHNAGAR
9075,SIROHI,SIROHI,MANKRODA,General (Woman),CHINTA KANWAR,F,General (Woman),mankroda,SIROHI,SIROHI
6337,JHUNJHUNU,SURAJGARH,PILOD,General,CHIRANGI LAL SHARMA,M,General,pilod,JHUNJHUNU,SURAJGARH
3108,CHITTORGARH,BEGUN,RAJGARH,General,CHITAR LAL KUMAWAT,M,OBC,rajgarh,CHITTORGARH,BEGUN
5727,JALORE,RANIW ARA,CHATVADA,SC,CHOGA RAM,M,SC,chatvada,JALORE,RANIWARA
7374,NAGAUR,LADNU,BAKALIYA,OBC,CHOGARAM,M,OBC,bakaliya,NAGAUR,LADNU
9072,SIROHI,SIROHI,KRISHNAGANJ,OBC,CHOGARAM,M,OBC,krishnaganj,SIROHI,SIROHI
876,BANSW ARA,CHHOTI SARVAN,CHHAYAN BADI,ST,CHOKHA RAM,M,ST,chhayan badi,BANSWARA,CHHOTI SARVAN
1358,BARMER,BALOTRA,GOL STATION,SC,CHOKHARAM,M,SC,gol station,BARMER,BALOTRA
9183,TONK,NIW AI,JODHPURIYA,General (Woman),CHOTA DEVI,F,OBC,jodhpuriya,TONK,NIWAI
9244,TONK,TONK,BORKHANDIKALAN,General (Woman),CHOTA MINA,F,ST (Woman),borkhandikalan,TONK,TONK
1262,BARAN,CHHIP ABAROD,BILENDI,General,CHOTA SINGH,M,General,bilendi,BARAN,CHHIPABAROD
1137,BARAN,ANT A,BAMULIYA KALAN,SC,CHOTH MAL,M,SC,bamuliya kalan,BARAN,ANTAH
9126,TONK,DEOLI,TODA KA GOTHDA,ST,CHOTHMAL MINA,M,ST,toda ka gothda,TONK,DEOLI
3094,CHITTORGARH,BEGUN,GOPALPURA BARAD,OBC (Woman),CHOTI BAI JAT,F,OBC (Woman),gopalpura barad,CHITTORGARH,BEGUN
4979,JAIPUR,CHAKSU,RUPAHEDI KALAN,General (Woman),CHOTI DEVI BAIRWA,F,SC (Woman),rupahedi kalan,JAIPUR,CHAKSU
3629,DAUSA,BANDIKUI,JHANJHIRAMPURA,SC (Woman),CHOTI DEVI BAIRWA,F,SC (Woman),jhanjhirampura,DAUSA,BANDIKUI
2560,BHILWARA,SUWANA,P ANSAL,General,CHOTU LAL JAT,M,OBC,pansal,BHILWARA,SUWANA
2625,BIKANER,BIKANER,HUSANSAR,SC,CHOTU RAM,M,SC,husansar,BIKANER,BIKANER
9180,TONK,NIW AI,HINGONIYA BUJURG,ST,CHOTURAM MEENA,M,ST,hingoniya bujurg,TONK,NIWAI
1417,BARMER,BARMER,SARLI,SC (Woman),CHOUTHI DEVI,F,SC (Woman),sarli,BARMER,BARMER
699,ALWAR,THANAGAZI,Bhuriyabas,General (Woman),CHUKA DEVI,F,OBC (Woman),bhuriyabas,ALWAR,THANAGAZI
7369,NAGAUR,KUCHAMAN,SARGOTH PADAMPURA,General (Woman),CHUKA DEVI,F,OBC (Woman),sargoth padampura,NAGAUR,KUCHAMANCITY
7334,NAGAUR,JAYAL,RONTU,SC,CHUKA DEVI,F,SC (Woman),rontu,NAGAUR,JAYAL
7614,NAGAUR,MOULASAR,AAKODA,SC (Woman),CHUKESHI,F,SC (Woman),aakoda,NAGAUR,MOULASAR
6762,JODHPUR,TINW ARI,BADA KOTECHA,SC,CHUNA RAM,M,SC,bada kotecha,JODHPUR,TINW ARI
2662,BIKANER,DUNGARGARH,JALBASAR,SC (Woman),CHUNADEVI,F,SC (Woman),jalbasar,BIKANER,DUNGARGARH
6466,JODHPUR,BAWARI,NANDIYA JAJDA,SC,CHUNARAM,M,SC,nandiya jajda,JODHPUR,BAWARI
1439,BARMER,BAYATU,CHHITAR KA PAR,OBC (Woman),CHUNNI,F,OBC (Woman),chhitar ka par,BARMER,BAYTOO
2623,BIKANER,BIKANER,SHOBHASAR,OBC,CHUNNI LAL,M,OBC,shobhasar,BIKANER,BIKANER
8031,PRA T APGARH,ARNOD,HINGLATA,ST,CHUNNI LAL,M,ST,hinglata,PRATAPGARH,ARNOD
4596,GANGANAGAR,SURA TGARH,SINGRASAR,General (Woman),CHUNNI SWAMI,F,OBC (Woman),singrasar,GANGANAGAR,SURATGARH
6293,JHUNJHUNU,NAWALGARH,P ABANA,OBC,CHUNNILAL,M,OBC,p abana,JHUNJHUNU,NAWALGARH
6761,JODHPUR,TINW ARI,GOPASARIYA,SC,CHUNNILAL,M,SC,gopasariya,JODHPUR,TINW ARI
1598,BARMER,SIW ANA,MUTHALI,ST,CHUNNILAL,M,ST,muthali,BARMER,SIWANA
9519,UDAIPUR,KHERW ADA,P AHAR,ST,CHUNNILAL,M,ST,pahar,UDAIPUR,KHERWARA
6823,JODHPUR,PIPAR SHAHAR,CHOKDI KALAN,General,CHUT ARARAM,M,OBC,chokdi kalan,JODHPUR,PIPAR SHAHAR
8512,S. MADHOPUR,KHANDAR,DUMODA,SC,CHUTHMAL,M,SC,dumoda,SAWAIMADHOPUR,KHANDAR
5028,JAIPUR,DUDU,MOKHAMPURA,General (Woman),CHUTTAN DEVI,F,OBC (Woman),mokhampura,JAIPUR,DUDU
3992,DHOLPUR,SAIP AU,MALONIKHURD,OBC,COLLECTOR URF KASHIRAM,M,OBC,malonikhurd,DHOLPUR,SAIP AU
2226,BHILWARA,ASIND,CHAINPUR,General (Woman),DAALI DEVI RAWAT,F,OBC (Woman),chainpur,BHILWARA,ASIND
7724,P ALI,BALI,LUNDARA,ST (Woman),DADMI DEVI,F,ST (Woman),lundara,PALI,BALI
9483,UDAIPUR,JHADOL,NETAJI KA BARA,ST (Woman),DAKHU BAI,F,ST (Woman),netaji ka bara,UDAIPUR,JHADOL
5706,JALORE,JASW ANTPURA,KALAPURA,ST (Woman),DAKSHA KUMARI,F,ST (Woman),kalapura,JALORE,JASWANTPURA
5756,JALORE,RANIW ARA,ALADIYA,ST,DALA RAM,M,ST,aladiya,JALORE,RANIWARA
1718,BARMER,DHANAU,DINGARH,SC,DALARAM,M,SC,dingarh,BARMER,DHANAU
5554,JAISALMER,SANKDA,MADHUPURA,ST,DALARAM,M,ST,madhupura,JAISALMER,SANKRA
3138,CHITTORGARH,BHADESAR,POTLAKALAN,SC,DALCHAND,M,SC,potlakalan,CHITTORGARH,BHADESAR
3203,CHITTORGARH,CHITTORGARH,NAGRI,ST,DALCHAND BHIL,M,ST,nagri,CHITTORGARH,CHHITORGARH
5990,JHALAWAR,PIDAWA,FATEHGARH,General (Woman),DALI BAI,F,OBC (Woman),fatehgarh,JHALAWAR,PIRAWA
9380,UDAIPUR,BHINDER,NANDWEL,OBC (Woman),DALI BAI,F,OBC (Woman),nandwel,UDAIPUR,BHINDAR
4701,ANUMANGAR,H HANUMANGARH,KISHANPURA DIKHANADA,General,DALIP GIDARA,M,OBC,kishanpura dikhanada,HANUMANGARH,HANUMANGARH
474,ALWAR,LAXMANGARH,NANGALKHANJADI,OBC (Woman),DALIP GIDARA,F,OBC (Woman),nangalkhanjadi,ALWAR,LAXMANGARH
2761,BIKANER,KOLAYAT,NANDADA,SC,DALIP KUMAR,M,SC,nandada,BIKANER,KOLAYAT
4474,GANGANAGAR,RAISNGHNAGAR,KARDW ALI,SC,DALIP RAM,M,SC,kardw ali,GANGANAGAR,RAISINGHNAGAR
3257,CHITTORGARH,GANGRAR,KHARKHANDA,ST,DALLI CHAND,M,ST,kharkhanda,CHITTORGARH,GANGRAR
8140,PRA T APGARH,PIP ALKHUNT,SOBNIYA,ST,DALLU,M,ST (Woman),sobniya,PRATAPGARH,PEEPALKHOONT
9074,SIROHI,SIROHI,MANDWARIYA,General,DALPAT KUMAR,M,General,mandwariya,SIROHI,SIROHI
7545,NAGAUR,PARBATSAR,BAJW AS,General,DALPAT SINGH,M,General,bajw as,NAGAUR,PARBATSAR
1510,BARMER,DHORIMANNA,BHILO KI DHANI KALA,ST,DALU RAM,M,ST,bhilo ki dhani kala,BARMER,DHORIMANNA
1402,BARMER,BARMER,UNDKHA,OBC,DALURAM,M,OBC,undkha,BARMER,BARMER
4530,GANGANAGAR,SRI GANGANAGAR,5 LL,SC,DALVEER SINGH,M,SC,5 ll,GANGANAGAR,GANGANAGAR
4014,DUNGARPUR,ASPUR,BANKODA,ST (Woman),DAMAA,F,ST (Woman),bankoda,DUNGARPUR,ASPUR
5296,JAIPUR,SAMBHARLAKE,RAMJIPURA KALA,General (Woman),DAMINI YADAV,F,OBC (Woman),ramjipura kala,JAIPUR,SAMBHARLAKE
3998,DHOLPUR,SAIP AU,NIDHRAKALAN,General,DAMODAR PRASHAD,M,General,nidhrakalan,DHOLPUR,SAIP AU
6488,JODHPUR,BHOP ALGARH,USTRAD,General,DANA RAM,M,OBC,ustrad,JODHPUR,BHOPALGARH
2663,BIKANER,DUNGARGARH,DERAJSAR,OBC,DANA RAM,M,OBC,derajsar,BIKANER,DUNGARGARH
2186,BHARA TPUR,P AHADI,BHAISNDA,General,DANSINGH,M,OBC,bhaisnda,BHARATPUR,P AHADI
5866,JHALAWAR,DUG,GURADIYA JHALA,General,DANU SINGH,M,OBC,guradiya jhala,JHALAWAR,DAG
615,ALWAR,RAJGARH,TALAB,General,DARA SINGH,M,OBC,talab,ALWAR,RAJGARH
2063,BHARA TPUR,ROOPWAS,BAHRA REKHPURA,General,DARA SINGH,M,OBC,bahra rekhpura,BHARATPUR,RUPBAS
6381,JHUNJHUNU,UDAIPURWATI,GUDHABA VNI,SC,DARA SINGH,M,SC,gudhaba vni,JHUNJHUNU,UDAIPURWATI
6895,KARAULI,HINDAUN,SIKRODA MEENA,ST,DARA SINGH MEENA,M,ST,sikroda meena,KARAULI,HINDAUN
6470,JODHPUR,BHOP ALGARH,BARNI KHURD,SC,DARIYA,M,SC,barni khurd,JODHPUR,BHOPALGARH
1455,BARMER,BAYATU,HUDON KI DHANI,SC (Woman),DARIYA,F,SC (Woman),hudon ki dhani,BARMER,BAYTOO
9543,UDAIPUR,KOTDA,JED,ST (Woman),DARIYA,F,ST (Woman),jed,UDAIPUR,KOTRA
1546,BARMER,SINDHARI,JUNAMEETHA KHERA,OBC (Woman),DARIYA DEVI,F,OBC (Woman),junameetha khera,BARMER,SINDHARI
5772,JALORE,SANCHORE,HADETER,General (Woman),DARIYA DEVI,F,SC (Woman),hadeter,JALORE,SANCHORE
1483,BARMER,CHAUHA T AN,MATE KA TALA,SC (Woman),DARIYA DEVI,F,SC (Woman),mate ka tala,BARMER,CHOHTAN
5469,JAISALMER,SAM,CHHA TGARH,General (Woman),DARIYA KANWAR,F,General (Woman),chha tgarh,JAISALMER,SAM
5725,JALORE,RANIW ARA,AJODER,General (Woman),DARIYA KANWAR,F,General (Woman),ajoder,JALORE,RANIWARA
8114,PRA T APGARH,PIP ALKHUNT,GHATALI,ST (Woman),DARIYA MINA,F,ST (Woman),ghatali,PRATAPGARH,PEEPALKHOONT
1481,BARMER,CHAUHA T AN,JAISAR,SC (Woman),DARIYAV DEVI,F,SC (Woman),jaisar,BARMER,CHOHTAN
1966,BHARA TPUR,KUMHER,KUMHA,General (Woman),DARSHAN DEVI,F,OBC,kumha,BHARATPUR,KUMHER
4736,ANUMANGAR,H NOHAR,GORKHANA,General (Woman),DARSHANA,F,OBC (Woman),gorkhana,HANUMANGARH,NOHAR
4520,GANGANAGAR,SRI GANGANAGAR,2 ML,SC,DARSHANA DEVI,F,SC,2 ml,GANGANAGAR,GANGANAGAR
2416,BHILWARA,MANDAL,SURAS,General (Woman),DASHARATH KANWAR,F,General (Woman),suras,BHILWARA,MANDAL
1533,BARMER,SHIV,UNDU,General (Woman),DASHRATH KANWAR,F,General (Woman),undu,BARMER,SHEO
2468,BHILWARA,RAIPUR,SAGREV,SC,DASHRATH KUMAR DHOLI,M,SC,sagrev,BHILWARA,RAIPUR
4252,DUNGARPUR,JOTHALI,CHARW ADA,ST,DASHRATH LAL AHARI,M,ST,charw ada,DUNGARPUR,JOTHALI
8259,RAJSAMAND,KHAMNOR,DHAYALA,General,DASHRATH SINGH,M,General,dhayala,RAJSAMAND,KHAMNOR
2553,BHILWARA,SUWANA,KOCHRIYA,General,DASHRATH SINGH SHAKTAWAT,M,General,kochriya,BHILWARA,SUWANA
7925,P ALI,RANI,SANWALTA,General (Woman),DASRATH KANWAR,F,General (Woman),sanwalta,PALI,RANI
3446,CHURU,RATANGARH,BHERPALSAR LADKHANIYAN,General,DATTAR SINGH,M,General,bherpalsar ladkhaniyan,CHURU,RATANGARH
1715,BARMER,DHANAU,NEHRO KI NADI,General,DAULA RAM,M,OBC,nehro ki nadi,BARMER,DHANAU
7756,P ALI,DESURI,NARLAI,OBC,DAULAT CHOUDHARY,M,OBC,narlai,PALI,DESURI
2002,BHARA TPUR,NADBAI,KARHI,General,DAULAT SINGH,M,OBC,karhi,BHARATPUR,NADBAI
